"adjective","prop_item_correct","gbooks_freq"
"underwitted",0.447368421052632,NA
"undespairing",0.630952380952381,NA
"undespondent",0.421875,NA
"undeviating",0.571428571428571,-0.254
"undevious",0.482352941176471,NA
"undevout",0.884615384615385,NA
"undignified",0.511627906976744,-0.238
"undiligent",0.761904761904762,NA
"undiplomatic",0.654545454545455,NA
"undisappointable",0.764044943820225,NA
"undiscerning",0.604938271604938,NA
"undisciplined",0.91566265060241,-0.232
"undiscourageable",0.850574712643678,NA
"undiscriminating",0.468354430379747,NA
"undisguised",0.816091954022989,-0.236
"undisturbable",0.840425531914894,NA
"undivertible",0.828571428571429,NA
"undogmatic",0.333333333333333,NA
"undramatic",0.471698113207547,NA
"undutiful",0.466666666666667,NA
"uneager",0.525862068965517,NA
"unearnest",0.682352941176471,NA
"uneasy",0.775,0.015
"uneconomical",0.864583333333333,NA
"uneducated",1,-0.199
"unelusive",0.671875,NA
"unembittered",0.583333333333333,NA
"unemotional",0.864197530864197,-0.249
"unemphatic",0.319444444444444,NA
"unemployed",0.938461538461538,-0.249
"unencumbered",0.795180722891566,-0.241
"unenergetic",0.824324324324324,NA
"unenlightened",0.695121951219512,-0.249
"unenterprising",0.692307692307692,NA
"unenthusiastic",0.872093023255814,NA
"unenvious",0.802816901408451,NA
"unequivocal",0.567164179104478,-0.203
"unerring",0.69620253164557,-0.218
"unethical",0.928571428571429,-0.203
"unexacting",0.4125,NA
"unexcitable",0.88421052631579,NA
"unexpansive",0.4625,NA
"unexplosive",0.547368421052632,NA
"unextravagant",0.303030303030303,NA
"unextraverted",0.698630136986301,NA
"unfailing",0.710843373493976,-0.21
"unfair",0.686567164179104,0.018
"unfaithful",0.945054945054945,-0.213
"unfaltering",0.752577319587629,-0.251
"unfashionable",0.914893617021277,-0.248
"unfearing",0.895522388059702,NA
"unfeeling",0.880952380952381,-0.232
"unfeigning",0.380952380952381,NA
"unfeminine",0.953488372093023,NA
"unfettered",0.51219512195122,-0.216
"unflagging",0.621951219512195,-0.25
"unflinching",0.792682926829268,-0.236
"unfluctuating",0.885714285714286,NA
"unfluent",0.77,NA
"unfocused",0.893939393939394,-0.249
"unforbearing",0.211764705882353,NA
"unforcible",0.676056338028169,NA
"unforgetful",0.56701030927835,NA
"unforgettable",0.896103896103896,-0.226
"unforgiving",0.876543209876543,-0.234
"unforseeing",0.735294117647059,NA
"unfraternal",0.782608695652174,NA
"unfriendly",0.681818181818182,-0.195
"unfrugal",0.61864406779661,NA
"ungainly",0.5,-0.238
"ungallant",0.776470588235294,NA
"ungenerous",0.421052631578947,-0.241
"ungenteel",0.714285714285714,NA
"ungentle",0.728395061728395,NA
"ungentlemanly",0.726315789473684,NA
"ungiving",0.287671232876712,NA
"ungodly",0.7875,-0.208
"ungovernable",0.688311688311688,-0.242
"ungraceful",0.878378378378378,-0.253
"ungracious",0.474358974358974,-0.243
"ungrateful",0.958904109589041,-0.171
"ungregarious",0.36231884057971,NA
"ungrudging",0.4375,NA
"unguarded",0.630434782608696,-0.224
"unhappy",0.908045977011494,-0.244
"unhardened",0.48051948051948,NA
"unhardy",0.684931506849315,NA
"unharming",0.891304347826087,NA
"unhasty",0.807228915662651,NA
"unhealthy",0.986842105263158,-0.135
"unheedful",0.602739726027397,NA
"unhelpful",0.868131868131868,-0.235
"unheroic",0.84375,NA
"unholy",0.576470588235294,-0.21
"unhurried",0.876404494382023,-0.252
"unimaginative",0.918181818181818,-0.247
"unimpassionate",0.458715596330275,NA
"unimpatient",0.444444444444444,NA
"unimpeachable",0.752808988764045,-0.244
"unimpressed",0.954022988505747,-0.245
"unimpressible",0.215909090909091,NA
"unimpressionable",0.835294117647059,NA
"unindulgent",0.471428571428571,NA
"unindustrious",0.696969696969697,NA
"uninformed",0.935897435897436,-0.23
"uningenious",0.65625,NA
"uninhibited",0.786666666666667,-0.246
"uninquiring",0.740740740740741,NA
"uninquisitive",0.777777777777778,NA
"uninspired",0.895348837209302,-0.249
"unintellectual",0.861538461538462,NA
"unintelligent",0.919540229885057,-0.246
"unintelligible",0.886363636363636,-0.177
"uninterested",0.69620253164557,-0.233
"unintrospective",0.780821917808219,NA
"uninventive",0.925,NA
"uninvestigative",0.692307692307692,NA
"unique",0.988505747126437,-0.219
"unjealous",0.686746987951807,NA
"unjoyful",0.959459459459459,NA
"unkempt",0.928571428571429,-0.23
"unkind",0.814814814814815,-0.177
"unkindly",0.589147286821705,-0.237
"unladylike",0.941176470588235,NA
"unlearned",0.878378378378378,-0.233
"unliterary",0.731707317073171,NA
"unlively",0.865853658536585,NA
"unloving",0.891304347826087,-0.254
"unlucky",0.844155844155844,-0.157
"unmaidenly",0.169811320754717,NA
"unmalicious",0.868131868131868,NA
"unmalleable",0.67741935483871,NA
"unmanly",0.91358024691358,-0.243
"unmannered",0.918604651162791,NA
"unmasculine",0.867924528301887,NA
"unmeddling",0.876712328767123,NA
"unmeek",0.460674157303371,NA
"unmelancholy",0.662650602409639,NA
"unmercenary",0.133333333333333,NA
"unmerciful",0.893939393939394,-0.254
"unmerry",0.808510638297872,NA
"unmethodical",0.801980198019802,NA
"unmild",0.383561643835616,NA
"unmindful",0.791666666666667,-0.236
"unmirthful",0.492957746478873,NA
"unmodifiable",0.653846153846154,NA
"unmoralizing",0.440860215053763,NA
"unmovable",0.764705882352941,NA
"unmusical",0.702380952380952,NA
"unnatural",0.625,-0.044
"unneighborly",0.698630136986301,NA
"unniggardly",0.28125,NA
"unobliging",0.673913043478261,NA
"unobservant",0.906666666666667,NA
"unobtrusive",0.783132530120482,-0.229
"unoriginal",0.888888888888889,NA
"unorthodox",0.868686868686869,-0.23
"unostentatious",0.514705882352941,-0.253
"unpardoning",0.9,NA
"unpartisan",0.788888888888889,NA
"unpatriotic",0.958333333333333,-0.249
"unpeaceable",0.364583333333333,NA
"unperceptive",0.526881720430108,NA
"unpersonable",0.866666666666667,NA
"unpersuadable",0.785714285714286,NA
"unpersuasive",0.898876404494382,NA
"unphilanthropic",0.576271186440678,NA
"unphilosophical",0.493506493506494,NA
"unpitying",0.741666666666667,NA
"unpleasable",0.828947368421053,NA
"unpliable",0.468354430379747,NA
"unpoised",0.784810126582278,NA
"unpolished",0.833333333333333,-0.251
"unpolite",0.759036144578313,NA
"unpolitical",0.88235294117647,NA
"unpopular",0.885245901639344,-0.152
"unpreaching",0.358024691358025,NA
"unpredictable",0.928571428571429,-0.123
"unpresuming",0.55,NA
"unpretending",0.5375,-0.248
"unpretentious",0.777777777777778,-0.244
"unprincipled",0.752941176470588,-0.228
"unproductive",0.939759036144578,-0.206
"unprofessional",0.879518072289157,-0.244
"unprogressive",0.904761904761905,NA
"unprovincial",0.358024691358025,NA
"unpunctual",0.961038961038961,NA
"unpurposed",0.837209302325581,NA
"unquestioning",0.807228915662651,-0.24
"unrealistic",0.853932584269663,-0.166
"unreasonable",0.761363636363636,-0.015
"unreasoning",0.817073170731707,-0.24
"unreceptive",0.873417721518987,NA
"unrefined",0.862068965517241,-0.252
"unreflective",0.583333333333333,-0.255
"unregulated",0.913978494623656,-0.226
"unreined",0.83695652173913,NA
"unrelaxing",0.766233766233766,NA
"unrelenting",0.581196581196581,-0.216
"unreliable",0.986301369863014,-0.16
"unreligious",0.75,NA
"unremitting",0.683544303797468,-0.228
"unrepressible",0.858974358974359,NA
"unreproachful",0.468354430379747,NA
"unreserved",0.768115942028985,-0.244
"unrespectful",0.649350649350649,NA
"unresponsive",0.766233766233766,-0.225
"unresting",0.758620689655172,NA
"unrestrainable",0.712765957446808,NA
"unrestrained",0.959459459459459,-0.206
"unrevealing",0.76,NA
"unrevengeful",0.415584415584416,NA
"unromantic",0.872549019607843,-0.254
"unrude",0.12987012987013,NA
"unruly",0.558823529411765,-0.191
"unsaintly",0.828947368421053,NA
"unsanitary",0.953125,-0.249
"unsatisfiable",0.869565217391304,NA
"unsavory",0.847058823529412,-0.244
"unscholarly",0.931506849315068,NA
"unschooled",0.927083333333333,NA
"unscientific",0.948979591836735,-0.234
"unscornful",0.602739726027397,NA
"unscrupulous",0.813186813186813,-0.182
"unsearching",0.376623376623377,NA
"unselfconscious",0.72463768115942,NA
"unselfish",0.911392405063291,-0.192
"unsensual",0.824742268041237,NA
"unsentimental",0.852272727272727,NA
"unsettled",0.726190476190476,-0.163
"unsevere",0.708333333333333,NA
"unsexual",0.739130434782609,NA
"unshakable",0.5875,-0.248
"unshrinking",0.471428571428571,NA
"unshy",0.333333333333333,NA
"unskeptical",0.391304347826087,NA
"unsly",0.36144578313253,NA
"unsmiling",0.472972972972973,-0.253
"unsociable",0.844155844155844,NA
"unsocial",0.746666666666667,-0.253
"unsolemn",0.291139240506329,NA
"unsolicitous",0.294117647058824,NA
"unsophisticated",0.795180722891566,-0.227
"unsparing",0.635294117647059,-0.246
"unsparkling",0.375,NA
"unspeaking",0.802325581395349,NA
"unspiritual",0.56140350877193,NA
"unspontaneous",0.666666666666667,NA
"unsportsmanlike",0.558139534883721,NA
"unstable",0.884615384615385,-0.009
"unsteadfast",0.522388059701492,NA
"unsteady",0.68141592920354,-0.2
"unstirrable",0.679012345679012,NA
"unstormy",0.454545454545455,NA
"unstudied",0.838709677419355,-0.254
"unstudious",0.445652173913043,NA
"unsubduable",0.826530612244898,NA
"unsubmissive",0.755555555555556,NA
"unsullied",0.8,-0.243
"unsunny",0.65625,NA
"unsure",0.936708860759494,-0.157
"unsuspecting",0.8875,-0.205
"unsuspicious",0.462686567164179,-0.251
"unswayable",0.946236559139785,NA
"unswerving",0.717171717171717,-0.245
"unsympathetic",0.918367346938776,-0.23
"unsystematic",0.633928571428571,-0.251
"untalkative",0.935897435897436,NA
"untamable",0.9375,NA
"untamed",0.905882352941176,-0.239
"untasteful",0.697368421052632,NA
"untaught",0.871287128712871,-0.248
"unteachable",0.91044776119403,NA
"untemptable",0.875,NA
"untender",0.585106382978723,NA
"untheatrical",0.584415584415584,NA
"unthinking",0.705882352941177,-0.235
"unthorough",0.734177215189873,NA
"unthrifty",0.744186046511628,NA
"untidy",0.919191919191919,-0.227
"untiring",0.666666666666667,-0.225
"untoward",0.428571428571429,-0.224
"untrained",0.942307692307692,-0.214
"untransparent",0.506329113924051,NA
"untrustful",0.719512195121951,NA
"untrustworthy",0.802816901408451,-0.236
"untruthful",0.901234567901235,-0.252
"untutored",0.811594202898551,-0.243
"unusual",0.783132530120482,-0.237
"unvacillating",0.397590361445783,NA
"unvain",0.506666666666667,NA
"unvaliant",0.534090909090909,NA
"unvarying",0.807692307692308,-0.238
"unventurous",0.72093023255814,NA
"unversed",0.727272727272727,NA
"unvigilant",0.527472527472527,NA
"unvigorous",0.689655172413793,NA
"unvindictive",0.822916666666667,NA
"unvisioned",0.727272727272727,NA
"unvocal",0.773809523809524,NA
"unvoluptuous",0.876288659793814,NA
"unwarlike",0.476744186046512,NA
"unwary",0.728395061728395,-0.236
"unwasteful",0.858585858585859,NA
"unwatchful",0.843373493975904,NA
"unwavering",0.88235294117647,-0.221
"unwholesome",0.727272727272727,-0.22
"unwild",0.216867469879518,NA
"unwillful",0.324675324675325,NA
"unwilling",0.858823529411765,0.074
"unwily",0.257575757575758,NA
"unwise",0.892857142857143,-0.165
"unwitty",0.702380952380952,NA
"unworldly",0.628205128205128,-0.252
"unyielding",0.82716049382716,-0.222
"unzealous",0.535714285714286,NA
"uplifting",0.956521739130435,-0.217
"upright",0.709677419354839,0.13
"upset",0.848101265822785,0.24
"urbane",0.30379746835443,-0.244
"useful",0.8125,2.462
"usurping",0.753246753246753,-0.244
"utilitarian",0.630952380952381,-0.255
"vacuous",0.554054054054054,-0.248
"vague",0.94047619047619,0.283
"vain",0.89041095890411,0.712
"vainglorious",0.692307692307692,-0.255
"valiant",0.920454545454545,-0.161
"valorous",0.7625,-0.251
"valuable",0.926829268292683,-0.241
"vapid",0.4125,-0.249
"variable",0.869047619047619,-0.117
"vegetative",0.641791044776119,-0.257
"vehement",0.621621621621622,-0.187
"venal",0.135802469135802,-0.244
"vengeful",0.988636363636364,-0.227
"venturesome",0.865853658536585,-0.25
"venturous",0.840425531914894,NA
"verbal",0.934065934065934,-0.195
"verbose",0.837837837837838,-0.249
"versatile",0.942857142857143,-0.193
"vibrant",0.817073170731707,-0.148
"vicious",0.608695652173913,-0.008
"vigilant",0.943820224719101,-0.171
"vigorless",0.686746987951807,NA
"vigorous",0.89010989010989,0.158
"vindictive",0.908045977011494,-0.205
"violent",0.788235294117647,-0.211
"virginal",0.872549019607843,-0.241
"virile",0.397435897435897,-0.23
"virtuous",0.810344827586207,-0.253
"visionary",0.986301369863014,-0.146
"vital",0.583333333333333,0.687
"vitriolic",0.517647058823529,-0.253
"vituperative",0.285714285714286,-0.256
"vivacious",0.842105263157895,-0.231
"vivid",0.858974358974359,0.117
"vocal",0.791666666666667,0.045
"vociferous",0.632911392405063,-0.239
"volatile",0.96,-0.071
"volcanic",0.732558139534884,-0.248
"voluptuous",0.888888888888889,-0.224
"vulgar",0.755813953488372,-0.254
"vulnerable",0.91025641025641,-0.247
"waggish",0.225806451612903,NA
"warlike",0.507042253521127,-0.145
"warm",0.683544303797468,-0.188
"warm-hearted",0.951219512195122,NA
"warmthless",0.454545454545455,NA
"wary",0.894736842105263,-0.116
"wasteful",0.352272727272727,-0.2
"watchful",0.986301369863014,-0.13
"weak",0.926829268292683,-0.195
"weak-hearted",0.880952380952381,NA
"weak-kneed",0.714285714285714,NA
"weak-minded",0.87,NA
"weak-spirited",0.658536585365854,NA
"wealthy",0.96,0.26
"weariless",0.455696202531646,NA
"weepy",0.827586206896552,NA
"weird",0.892857142857143,-0.024
"well",0.802197802197802,-0.238
"well-adjusted",0.8,NA
"well-bred",0.852941176470588,NA
"well-known",0.847826086956522,NA
"well-liked",0.975609756097561,NA
"well-mannered",0.948453608247423,NA
"well-read",0.961538461538462,NA
"well-spoken",0.933333333333333,NA
"well-to-do",0.823529411764706,NA
"wheedling",0.443181818181818,NA
"whimsical",0.566265060240964,-0.203
"whiny",0.915094339622642,NA
"whorish",0.643478260869565,NA
"wicked",0.941860465116279,0.322
"wide-awake",0.967741935483871,NA
"wifely",0.921348314606742,NA
"wild",0.880597014925373,-0.247
"willful",0.403508771929825,-0.211
"willing",0.926470588235294,1.497
"wily",0.417721518987342,-0.217
"wise",0.842857142857143,1.158
"wishful",0.9,-0.229
"wishy-washy",0.819148936170213,NA
"wistful",0.771739130434783,-0.199
"withdrawing",0.8375,-0.153
"withdrawn",0.738636363636364,0.058
"witless",0.831325301204819,NA
"witty",0.976470588235294,-0.149
"woeful",0.544303797468354,-0.242
"wolfish",0.557377049180328,NA
"womanly",0.942028985507246,-0.206
"wonderful",0.804597701149425,1.257
"wordy",0.916666666666667,-0.246
"world-weary",0.493333333333333,NA
"worldly",0.886075949367089,0.072
"worldly-minded",0.654320987654321,NA
"worldly-wise",0.802469135802469,NA
"worried",0.97979797979798,0.37
"worriless",0.788235294117647,NA
"worrying",0.732394366197183,-0.093
"worshipful",0.873563218390805,-0.245
"worthy",0.615384615384615,-0.239
"wry",0.784615384615385,-0.215
"yammering",0.923076923076923,NA
"yappy",0.76056338028169,NA
"yearning",0.93939393939394,-0.128
"yielding",0.719512195121951,-0.253
"young",0.956521739130435,9.787
"youthful",1,0.034
"zany",0.855263157894737,-0.258
"zealless",0.51219512195122,NA
"zealous",0.768292682926829,-0.259
"zestful",0.777777777777778,NA
